date,user,location,text
2022-03-13 07:38:50,TeamUSA,,major bag alert :1st_place_medal:#showtheworld x #winterparalympics 
2022-03-13 07:34:50,49ersF8hful,,@teamusa @usahockey way to be  #teamusa #winterparalympics
2022-03-13 07:33:03,TeamUSA,,your 2022 paralympic gold medalists  :United_States:@usahockey x #winterparalympics 
2022-03-13 07:32:21,Michael04222710,,ice hockey athletes had a special birthday party at the national indoor stadium during the ongoing #beijing2022  
2022-03-13 07:28:10,Xfinity,Philadelphia,@brodyusa4 you find a new way to impress every time you touch the ice. congratulations on winning :1st_place_medal: with #teamusa i  
2022-03-13 07:27:50,JJChalmersRM,Edinburgh,bz shippers @brettwild stand easy.#winterparalympics @paralympicsgb 
2022-03-13 07:26:57,jventoSLP,LA,they just dominated every game they played  incredible. go team usa   #paraicehockey #winterparalympics 
2022-03-13 07:26:19,AnythingbutF,United Kingdom,gold medalist &amp; youngest member of the #paralympicsgb team neil simpson will carry the :United_Kingdom: #beijing2022  
2022-03-13 07:25:35,geoffberkeley,Coventry / Milton Keynes,the final medals :1st_place_medal: :2nd_place_medal::3rd_place_medal: have been won at the #beijing2022 #winterparalympics@pburke_cl1907 and @owenlloydsj covered  
2022-03-13 07:22:29,Paralympics,,miroslav haraus :Slovakia: takes his second #bronze of the #beijing2022 #winterparalympics in the men's slalom vision impai  
2022-03-13 07:20:18,Paralympics,,an astonishing #winterparalympics for the aigner family comes to an end  but johannes aigner :Austria: finishes  
2022-03-13 07:19:51,KC_city_girl,,@nbcolympics @teamusa @usahockey congratulations :United_States::flexed_biceps_medium_skin_tone::ice_hockey::United_States::flexed_biceps_medium_skin_tone::ice_hockey::United_States::flexed_biceps_medium_skin_tone::ice_hockey::United_States::flexed_biceps_medium_skin_tone::ice_hockey: #winterparalympics
2022-03-13 07:19:37,Xfinity,Philadelphia,@ricosled23 we feel for anyone standing between you and your medal. congratulations on winning :1st_place_medal: with #teamusa in t  
2022-03-13 07:17:39,Paralympics,,giacomo bertagnolli and his guide andrea ravelli make it four medals at #beijing2022 - two #gold and two #silver   
2022-03-13 07:14:43,AziraYanu,,the last action of #winterparalympics has been concluded. thank you for the 1 month full of winter sports #beijing2022
2022-03-13 07:13:46,GBSnowsport,United Kingdom,:megaphone: results are in from the men's slalom at @beijing2022  :United_Kingdom: neil and andrew simpson clawed back time after a diffi  
2022-03-13 07:13:19,Paralympics,,a smile that lights up your screen  :grinning_face_with_big_eyes::1st_place_medal::Norway:#beijing2022 #winterparalympics #paraalpine @parasnowsports 
2022-03-13 07:11:22,USParaNordic,"Colorado Springs, Colorado",we conclude the games with the cross-country open relay :blue_heart::camera_with_flash: @gettyimages #winterparalympics #showtheworld  
2022-03-13 07:10:56,Paralympics,,completing the podium  it's a second #bronze medal of these games for adam hall #beijing2022 #winterparalympics  
2022-03-13 07:10:24,Paralympics,,the hosts record at these games has been great  and jingyi liang adds another #silver to their totals#beijing2022  
2022-03-13 07:10:18,BeSportsUpdated,,a big 5-0 win in the #gold medal game for usa :United_States: over canada :Canada:#paraicehockey once again in red  white and blue a  
2022-03-13 07:09:28,Paralympics,,it's a second medal of these games for rene de silvestro as he secures #bronze #beijing2022 #winterparalympics  
2022-03-13 07:09:20,Paralympics,,his best ever finish results in a #silver medal  niels de langen comes home in second place#beijing2022  
2022-03-13 07:09:14,Paralympics,,four  yes four #gold medals now at #beijing2022 for jesper pedersen #winterparalympics #paraalpine 
2022-03-13 07:07:25,asianparalympic,United Arab Emirates,china’s hongqiong yang made it three from three when she won gold in the para cross-country skiing women’s sitting  
2022-03-13 07:05:37,Paralympics,,it's been an incredible #beijing2022 for arthur bauchet  and he picks up his third #gold medal #winterparalympics  
2022-03-13 07:04:18,hcheadswap,,it’s:1st_place_medal:for u.s.a. congrats to horitius jen lee and the entire @usahockey team on bringing home the gold   
2022-03-13 07:04:12,usahockey,"Colorado Springs, Colo.",from #teamusa to you: thank you.#winterparalympics 
2022-03-13 07:03:57,AUSParalympics,Australia,what a team. what an incredible 9 days of #parasnowsports action at the #beijing2022 #winterparalympics :yellow_heart::green_heart:  
2022-03-13 07:03:49,kaitlinurka,"Stamford, CT",hours of work involved: too many to counthours of sleep during tournament: not nearly enoughgetting to produce a  
2022-03-13 07:03:25,GBSnowsport,United Kingdom,hands up who's proud  :raising_hands::raising_hands::raising_hands::raising_hands::raising_hands:#winterparalympics 
2022-03-13 07:01:20,Paralympics,,arthur bauchet couldn't be happier  :1st_place_medal::France:#beijing2022 #winterparalympics #paraalpine @parasnowsports 
2022-03-13 07:01:00,AUSParalympics,Australia,thank you china for an unforgettable #winterparalympics :green_heart::yellow_heart:#readysetsnow | @snowaust | @7sport | @paralympics |  
2022-03-13 06:59:03,ParalympicsGB,UK,breaking: the boys from banchory are announced as great britain's flagbearers for the beijing 2022 paralympic winte  
2022-03-13 06:58:13,GBSnowsport,United Kingdom,the men's para nordic squad topped off their historic @beijing2022 with the open relay coming in :keycap_1::keycap_2:th :United_Kingdom:congr  
2022-03-13 06:56:19,Demetrehunter23,Detroit Ml | Las vegas ,carter's cups stacking club  mar 30th 2022 #teamusa #olympics #olympics2022 #winterparalympics  #openingceremony fo  
2022-03-13 06:53:41,Demetrehunter23,Detroit Ml | Las vegas , geosynths synth show - ep135 - with team usa - cryss synthient  marshal arnold &amp; tim grogan  
2022-03-13 06:52:47,Paralympics,,a moment to savour  :1st_place_medal::Italy:#beijing2022 #winterparalympics #paraalpine @parasnowsports 
2022-03-13 06:50:48,LA28,"Los Angeles, CA",stay golden  usa  4 consecutive golds 4 @usahockey   #winterparalympics 
2022-03-13 06:50:09,insidethegames,,the five-time champions #unitedstates were led by instrumental three-point performances by #brodyroybal and  
2022-03-13 06:48:43,Paralympics,,anthony chalencon :France: on top of the world after winning #silver in the open relay alongside teammate benjamin daviet  
2022-03-13 06:45:20,usahockey,"Colorado Springs, Colo.",17 gold medals. 1 pile.#winterparalympics | #teamusa:United_States: 
2022-03-13 06:45:00,Twheater2,,when you snag the sweetest souvenir. :1st_place_medal:@teamusa | #winterparalympics 
2022-03-13 06:43:49,TeamUSA,,on top of the w:1st_place_medal:rld@lifeofalw x #winterparalympics 
2022-03-13 06:43:40,Paralympics,,rene de silvestro's :Italy: dream was to win a medal at #beijing2022...well  after an impressive few days  the italian  
2022-03-13 06:43:09,ParaSnowSports,"Bonn, Germany",#paraalpinehe did it :raising_hands:following a downhill :2nd_place_medal:  jesper pedersen :Norway: went on to win four :1st_place_medal: in a row in beijing :China:  
2022-03-13 06:42:21,AUSParalympics,Australia,have the #paralympics got you thinking about participating in #parasport  we have come &amp; try days coming up around  
2022-03-13 06:41:27,StuLieberman,"Brooklyn, NY",that’s a wrap on the ice. four-peat for team usa. #winterparalympics 
2022-03-13 06:40:52,Paralympics,,can usa :United_States: ever be stopped  they couldn't in #beijing2022 as they claim yet another #gold #winterparalympics  
2022-03-13 06:39:33,USOPC_AAC,,this team’s favorite color is gold :1st_place_medal:#teamusa #golden #winterparalympics @beijing2022 @usahockey 
2022-03-13 06:35:14,TeamUSA,,brothers. teammates. gold medalists. :1st_place_medal::United_States:@usahockey x #winterparalympics 
2022-03-13 06:33:21,Paralympics,,ukraine :Ukraine: end their excelllent #paranordic campaign with another #gold #beijing2022 #winterparalympics  
2022-03-13 06:32:18,USParaAlpineSki,United States,that's a wrap on the 2022 #winterparalympics :crying_face:for the final time  the results:memo: of the men's sitting slalom - :small_blue_diamond:8  
2022-03-13 06:31:02,vinnycent09,DMV 🇺🇸,dominance achieved. 4-peat locked :clapping_hands:#gold #beijing2022 #winterparalympics #paraicehockey #champions @usahockey  
2022-03-13 06:30:09,paraicehockey,"Bonn, Germany",your paralympic champions  :United_States::fire::camera_with_flash: @gettysport #winterparalympics | #paraicehockey | #beijing2022 | @paralympics 
2022-03-13 06:30:00,NBCOlympics,,for the fourth #winterparalympics in a row  the national anthem plays for the u.s. sled hockey team. :United_States::1st_place_medal:@teamusa  
2022-03-13 06:29:53,Paralympics,,it's time to celebrate  :clapping_hands::smiling_face_with_heart-eyes:niels de langen :Netherlands: finishes second in the men's slalom sitting to secure his best ever  
2022-03-13 06:29:49,CGTNSportsScene,"北京, 中华人民共和国",#beijing2022 #winterparalympics#paraalpine:China:liang jingyi grabbed #silver in men's slalom standing:skis:the 19-year-  
2022-03-13 06:26:56,KevinKernMusic,"Minneapolis, MN",the four-peat is now complete  huge congrats to @teamusa sled hockey. what an awesome game and paralympics.  
2022-03-13 06:25:59,NBCOlympics,,win as a team. get your gold medal as a team.the players of the u.s. sled hockey team give their paralympic gold  
2022-03-13 06:24:40,Paralympics,,jesper pedersen's :Norway: relief to see he'd won another #gold after giving it everything was clear to see...  
2022-03-13 06:24:17,insidethegames,,#jakeadicoff was saved until the last leg and pulled the #unitedstates from fourth place all the way to #gold  26.0  
2022-03-13 06:22:56,gal_norcal,United States,@usahockey @teamusa @paraicehockey @paralympics @nbcolympics @nbcsportshockey wow  a shutout no less  congrats #teamusa #winterparalympics
2022-03-13 06:22:55,leahtheminx,Kent mostly,i love my cat.except when she wakes me up at 5:50am for food.there is an upside in watching @c4paralympics &amp; se  
2022-03-13 06:22:44,usahockey,"Colorado Springs, Colo.",the golden moment.:1st_place_medal:#winterparalympics | #teamusa:United_States: 
2022-03-13 06:22:21,SnowAust,,@mitchgourley @7plus @7sport @ausparalympics 6th place for josh hanlon in the men's sitting #paraalpine slalom at  
2022-03-13 06:22:15,KimiGM,"Älmhult, Sweden",congratulations #teamusa #paraicehockey #winterparalympics 
2022-03-13 06:21:09,Paralympics,,that brings a fantastic tournament of #paraicehockey to an end at #beijing2022 #winterparalympics 
2022-03-13 06:20:08,TeamUSA,,you did it  @lifeofalw. jen lee closes out his first #winterparalympics as starting goalie without allowing a sin  
2022-03-13 06:19:59,NBCOlympics,,when you snag the sweetest souvenir. :1st_place_medal:@teamusa | #winterparalympics 
2022-03-13 06:19:52,Paralympics,,usa :United_States: on top once again  it's a fourth straight #gold medal  and a fifth overall.#beijing2022 #winterparalympics  
2022-03-13 06:19:06,paraicehockey,"Bonn, Germany",you can be proud of the tournament you played  team canada  :Canada:it's #silver this time  but @milanocortina26 is jus  
2022-03-13 06:18:09,GettySport,Global,4-peat  :United_States::crown:@teamusa continue their dominance in #paraicehockey with a 5-0 win over team canada in the #gold medal  
2022-03-13 06:16:17,insidethegames,,jesper pedersen has won the final #paraalpine #gold medal of #beijing2022 #winterparalympics  claiming his fourth o  
2022-03-13 06:16:12,Paralympics,,a valiant effort all tournament long  canada :Canada: pick up #silver #beijing2022 #winterparalympics #paraicehockey 
2022-03-13 06:15:02,BelovedTrollop,,dear #china really enjoyed watching the #winterolympics and the #winterparalympicswhat crowds you've managed to  
2022-03-13 06:14:58,Paralympics,,a first ever #paraicehockey medal for china :China: #beijing2022 #winterparalympics 
2022-03-13 06:14:56,Paralympics,,the world champion becomes the #winterparalympics champion  :1st_place_medal::Norway:men's slalom sitting: #gold jesper pedersen :Norway:  
2022-03-13 06:14:43,mikemsox,,@nbcolympics the closing ceremony of #winterparalympics #closingceremony is a party for all of the @teamusa usa :United_States:  
2022-03-13 06:13:43,Paralympics,,the #bronze medals are handed out as the hosts china :China: are rewarded for their 4-0 win over the republic of korea  
2022-03-13 06:12:10,usahockey,"Colorado Springs, Colo.",taking in every moment. gold medal recap:down_arrow:#winterparalympics | #teamusa:United_States:
2022-03-13 06:12:04,Paralympics,,a last day filled with #gold for @teamusa #beijing2022 #winterparalympics #paranordic 
2022-03-13 06:11:25,ParalympicsNZ,"Auckland, New Zealand",top ten :clapping_hands:aaron ewen puts in the hard work to bring home a massive smile for #nz  :party_popper: 9th in men’s sitting slalom in  
2022-03-13 06:11:12,AUSParalympics,Australia,#paraalpinewhat a finish for #winterparalympics debutant  josh hanlon at #beijing2022  6th place  with a combin  
2022-03-13 06:09:42,ParaSnowSports,"Bonn, Germany",#paraalpine men's slalom sitting and the last gold of #beijing2022 goes to :drum::drum::drum: ... #gold jesper pedersen :Norway:  
2022-03-13 06:06:53,paraicehockey,"Bonn, Germany",take a bow  josh pauls  :top_hat:us :United_States: captain is the most-decorated #paraicehockey player in the paralympic history  :TOP_arrow::fire:  
2022-03-13 06:04:05,TheCrippledBoss,,u-s-a  u-s-a  u-s-a    :United_States::United_States::United_States:congrats @teamusa on taking gold im the @paralympics. #winterparalympics  
2022-03-13 06:04:01,SnowAust,,@mitchgourley @7plus @7sport @ausparalympics a fantastic second run from josh hanlon in the men's sitting  
2022-03-13 06:03:53,paraicehockey,"Bonn, Germany",celebrations can begin  :partying_face:team usa  you are not dreaming  you have just become the five-time paralympic champs  :United_States:  
2022-03-13 06:00:40,Paralympics,,another hard fought contest between usa :United_States: and canada :Canada: comes to an end.usa take their fourth straight #gold med  
2022-03-13 05:59:37,ParaSnowSports,"Bonn, Germany",#paraalpineafter :3rd_place_medal: in the giant slalom  arthur bauchet :France: said he would put all the energy he had left into the s  
2022-03-13 05:59:22,NBCSportsHockey,USA,got the gold in dominant fashion  the u.s. sled hockey team claims their fourth paralympic gold medal in a row. :1st_place_medal:  
2022-03-13 05:59:18,Paralympics,,a big 5-0 win in the #gold medal game for usa :United_States: over canada :Canada:#paraicehockey once again in red  white and blue a  
2022-03-13 05:56:43,DreyerChina,Beijing,gold #11 for #ukraine at the #winterparalympics 
2022-03-13 05:56:42,NBCSports,,.@teamusa seals the deal  :1st_place_medal:the u.s. sled hockey team captures their fourth straight paralympic gold medal in sled  
2022-03-13 05:56:29,USParaAlpineSki,United States,:memo: results of the men's standing slalom - :small_blue_diamond:6th - @twalnutz :small_blue_diamond:9th - jesse keefe:small_blue_diamond:14th - @spencerwood17 :small_blue_diamond:24th - pat  
2022-03-13 05:55:58,RockyLum,The Earth,us win the gold in #paraicehockey 5-0. #winterparalympics
2022-03-13 05:55:34,Cusebeerchick,SYR➡️ATL➡️TPA➡️FB,team usa wins gold  congratulations  #paraicehockey #winterparalympics 
2022-03-13 05:55:20,NBCOlympics,,a sports dynasty. :1st_place_medal::1st_place_medal::1st_place_medal::1st_place_medal::1st_place_medal:the moment @teamusa solidified their fourth consecutive paralympic gold medal in sled hock  
2022-03-13 05:54:59,usahockey,"Colorado Springs, Colo.",this team.:1st_place_medal:#winterparalympics | #teamusa:United_States: 
2022-03-13 05:54:50,AUSParalympics,Australia,#paraalpinein his second run of the men's slalom (sitting)  josh hanlon clocks a time of 53.88  to finish with a  
2022-03-13 05:54:15,TeamUSA,,:black_small_square:  most goals scored in a gold medal game:black_small_square:  largest margin of victory in a gold medal game@usahockey x  
2022-03-13 05:54:05,Paralympics,,and that's it  usa :United_States: make it four in a row as they take #gold in the #paraicehockey with a 5-0 win.#silver goes  
2022-03-13 05:53:55,paraicehockey,"Bonn, Germany",:1st_place_medal:you're so golden:1st_place_medal:team usa:United_States: takes another paralympic #gold with four wins and only one conceded goal  :fire:  
2022-03-13 05:53:44,TeamUSATracker,United States,final score@teamusa 30  everyone else 14 peat :1st_place_medal::1st_place_medal::1st_place_medal::1st_place_medal:jen lee: did not give up a goal all #winterparalympics larges  
2022-03-13 05:52:43,elcardenas,Metro Detroit,it may be late  but it was worth staying up to watch @teamusa capture another gold in dominating fashion   
2022-03-13 05:52:42,90ft2home,,4-peat :1st_place_medal::1st_place_medal::1st_place_medal::1st_place_medal: grats  #teamusa #sledhockey #winterparalympics  
2022-03-13 05:51:45,Pages2Type,Pacific NW,congratulations #teamusa winning gold  :1st_place_medal: #winterparalympics 
2022-03-13 05:51:16,MYmuseyip1995my,,congratulations #teamusa   sled hockey gold medalists  yeah  :party_popper: #winterparalympics
2022-03-13 05:50:24,herenowhere3,"Pittsburgh, PA",gold    :United_States::1st_place_medal::United_States::1st_place_medal::United_States::1st_place_medal::United_States::1st_place_medal::United_States:#teamusa#sledhockey #winterparalympics
2022-03-13 05:50:11,ShawnHutcheon,"Boston, MA",one of the greatest teams in all of sports  #teamusa #sledhockey #winterparalympics 
2022-03-13 05:49:58,shaggy901516,"Alexandria, VA",the united states wins gold in paralympic sled hockey    :1st_place_medal:#teamusa #winterparalympics #beijing2022 #hockey 
2022-03-13 05:49:34,usahockey,"Colorado Springs, Colo.",golden.:1st_place_medal:#winterparalympics | #teamusa:United_States: 
2022-03-13 05:49:24,BR_OpenIce,,dynasty. :1st_place_medal::1st_place_medal::1st_place_medal::1st_place_medal:four-consecutive #winterparalympics gold medals for #teamusa  
2022-03-13 05:49:21,ParaSnowSports,"Bonn, Germany",#paraalpine @npc_austria :Austria: has won 11 #beijing2022 alpine medals. 9 of them belong to members of the aigner fami  
2022-03-13 05:49:13,NBCSports,,retweet to congratulate @teamusa on their 4th straight paralympic sled hockey gold medal  :1st_place_medal:@usahockey |  
2022-03-13 05:49:05,herenowhere3,"Pittsburgh, PA",win  :United_States::United_States::United_States::United_States::United_States:usa 5 - can 0#teamusa #sledhockey #winterparalympics
2022-03-13 05:49:00,NBCOlympics,,4-peat complete:double_exclamation_mark: :1st_place_medal: @teamusa wins their fourth consecutive paralympic gold medal in sled hockey.@usahockey |  
2022-03-13 05:48:34,mndunner,,how about a round of applause for the us paralympic men’s hockey team   so inspiring to watch them absolutely domin  
2022-03-13 05:48:06,paraicehockey,"Bonn, Germany",:1st_place_medal::1st_place_medal::1st_place_medal::1st_place_medal::1st_place_medal:usa :United_States: defeats canada :Canada: to win its fourth-consecutive and fifth overall paralympic gold :camera_with_flash: ois &amp;  
2022-03-13 05:46:16,CGTNSportsScene,"北京, 中华人民共和国","yue qingshuang  chinese #wheelchaircurling coach::speech_balloon:""i thought i would go home first  i miss my son  he is only two  "
2022-03-13 05:45:19,Paralympics,,when the excitement of medalling at #beijing2022 knocks you off your feet.. :China::2nd_place_medal::smiling_face_with_heart-eyes:#winterparalympics #paraalpine  
2022-03-13 05:44:29,TeamUSATracker,United States,2 goals and assist for @6dfarmer tonight vs canadafarmer is going to move 6-2 in :1st_place_medal:medal gamesfarmer now has 40  
2022-03-13 05:43:59,usahockey,"Colorado Springs, Colo.",.@6dfarmer with an upper decker.#winterparalympics | #teamusa:United_States:
2022-03-13 05:43:15,NBCSportsHockey,USA,.@6dfarmer cannot be stopped.@teamusa | #winterparalympics :television: @usa_network and @peacocktv :laptop:  
2022-03-13 05:41:33,Paralympics,,usa :United_States: nearly add a sixth david eustace rings his shot off the iron  so close to his first ever goal at the  
2022-03-13 05:40:58,paraicehockey,"Bonn, Germany",declan farmer makes it :keycap_5:::keycap_0: poetry in motion by usa’s most efficient player today  :fire::fire::fire:#winterparalympics |  
2022-03-13 05:40:38,NBCOlympics,,top shelf service.@6dfarmer lights the lamp to make it 5-0 for @teamusa. #winterparalympics:television: @usa_network and  
2022-03-13 05:40:05,Paralympics,,finishing #beijing2022 in style  :1st_place_medal::smiling_face_with_sunglasses:arthur bauchet :France: takes his third #gold medal of the games to end a sensationa  
2022-03-13 05:37:55,ParaSnowSports,"Bonn, Germany",#paraalpinetell me you’ve won gold without telling me you’ve won gold :Italy::1st_place_medal:#winterparalympics #beijing2022  
2022-03-13 05:37:51,TeamUSA,,.@6dfarmer :handshake: the back of the net #winterparalympics :United_States: | 5:Canada: | 0 
2022-03-13 05:37:33,mikemsox,,@nbcolympics i would like to take the opportunity to thank the entire @nbcsportspr @nbcsports olympic @nbcolympics  
2022-03-13 05:37:27,usahockey,"Colorado Springs, Colo.",.@6dfarmer with his second of the game 5-0 usa#winterparalympics | #teamusa:United_States: 
2022-03-13 05:37:09,Paralympics,,goal such patience by declan farmer usa in complete control with less than 10 minutes to play.usa :United_States: 5-0 cana  
2022-03-13 05:36:46,darcydp13,,another hat trick watch  #teamusa #winterparalympics 
2022-03-13 05:35:54,herenowhere3,"Pittsburgh, PA",farmer  #teamusa #sledhockey #winterparalympics
2022-03-13 05:33:51,Paralympics,,off the post billy bridges shoots and is inches away from getting canada :Canada: on the board #beijing2022  
2022-03-13 05:33:49,Paralympics,,bauchet wins his third gold medal of #beijing2022  :1st_place_medal::1st_place_medal::1st_place_medal:men's slalom standing: #gold arthur bauchet :France:#silver ji  
2022-03-13 05:33:36,AUSParalympics,Australia,#paraalpinenext up: josh hanlon in his second run of the men's slalom (sitting). he's currently in 11th place.  
2022-03-13 05:32:04,Paralympics,,#gold number 11 for ukraine :Ukraine: after claiming the top spot in the open relay event #beijing2022  
2022-03-13 05:31:03,ParaSnowSports,"Bonn, Germany",#paraalpine men's slalom standingarthur bauchet is officially a triple gold :1st_place_medal::1st_place_medal::1st_place_medal: medallist :fire:#gold arthur bauche  
2022-03-13 05:30:10,insidethegames,,arthur bauchet has won his third #gold of the #beijing2022 #winterparalympics  with liang jingyi taking #silver and  
2022-03-13 05:29:54,JLHerms,San Francisco,@oksanamasters @nbcolympics congrats oksana   keep doing you  #teamusa #winterparalympics :United_States: 
2022-03-13 05:29:54,MYmuseyip1995my,,go  team usa  go  team canada  this sled hockey gold medal match is awesome so far  #winterparalympics
2022-03-13 05:28:57,Paralympics,,is it one final push to #gold for usa :United_States: or can canada :Canada: stage a comeback final period underway #beijing2022  
2022-03-13 05:28:48,NBCOlympics,,here we go one more period until someone wins gold. #winterparalympics :television: @usa_network and @peacocktv :laptop:  
2022-03-13 05:28:26,Ricardajazz,IG/SC: RicardaJazz,@whoever1980 @oksanamasters = bad attitude. twice she was beaten to gold:1st_place_medal:  was offensive &amp; made malicious allegatio  
2022-03-13 05:27:58,TeamUSA,,we're this close to the gold medal. the final period is underway on @usa_network. #winterparalympics 
2022-03-13 05:27:34,Paralympics,,china :China: take the #silver in the mixed relay event to finish off their #paranordic campaign with a total of 30 meda  
2022-03-13 05:27:14,ParalympicsNZ,"Auckland, New Zealand",he’s done it :3rd_place_medal:adam hall takes another bronze for new zealand :sparkles:completed the men’s standing slalom in 1:33.21a  
2022-03-13 05:25:01,NBCOlympics,,earlier this week  the u.s. sled hockey team cheered on the u.s. wheelchair curling team while wearing matching sle  
2022-03-13 05:22:48,Paralympics,,:1st_place_medal: @teamusa win the mixed relay for the first time:crown: @oksanamasters :United_States: becomes usa's most decorated winter paralympi  
2022-03-13 05:19:43,TeamUSA,,that's our goalie  @lifeofalw :clapping_hands:@usahockey x #winterparalympics 
2022-03-13 05:17:23,GettySport,Global,make that 27 #paranordic medals for team ukraine :Ukraine: as they take #gold in the open 4x2.5km relay #beijing2022  
2022-03-13 05:17:15,90ft2home,,:flushed_face:us short handed by 2 froze me to the last second of 2nd period. 4-0 usa. finish crisp #teamusa #sledhockey #winterparalympics
2022-03-13 05:16:30,Paralympics,,with one period of hockey left to play  usa :United_States:take a comfortable 4-0 lead over canada :Canada: into the third.  
2022-03-13 05:16:01,usahockey,"Colorado Springs, Colo.",one more to go #winterparalympics | #teamusa:United_States: 
2022-03-13 05:14:30,Paralympics,,have we found @teamusa's :United_States: biggest fan  :grinning_squinting_face::flexed_biceps:#beijing2022 #winterparalympics #paraicehockey 
2022-03-13 05:13:49,ShawnHutcheon,"Boston, MA",15 minutes away from the gold medal. #goteamusa #winterparalympics 
2022-03-13 05:13:44,lukehutch43,,end of the 2ndusa:United_States: 4canada:Canada: 0#winterparalympics
2022-03-13 05:12:54,TeamUSA,,keep 'em coming :speaking_head:@usahockey x #winterparalympics 
2022-03-13 05:11:13,AUSParalympics,Australia,#paraalpine it wasn't the result mitchell gourley wanted in his final race at #beijing2022. unfortunately he regi  
2022-03-13 05:10:42,paraicehockey,"Bonn, Germany",bro  who got you smiling like that  :grinning_face_with_smiling_eyes::camera_with_flash: @gettysport #winterparalympics | #paraicehockey | #beijing2022 |  
2022-03-13 05:09:53,usahockey,"Colorado Springs, Colo.",the stick handling. the goal. @spudsusa27 #winterparalympics | #teamusa:United_States:
2022-03-13 05:09:02,Paralympics,,celebrate good times come on  :Ukraine:#beijing2022 #winterparalympics #paranordic 
2022-03-13 05:07:55,Paralympics,,mutual respect  :2nd_place_medal::3rd_place_medal:johannes aigner and miroslav haraus take the time to congratulate each other after securing  
2022-03-13 05:07:48,darcydp13,,these announcers need to stop saying squirt #winterparalympics
2022-03-13 05:06:30,ParaSnowSports,"Bonn, Germany",with this title :Ukraine:ukraine tops the #paranordic medals table with 11 #gold  10 #silver and 5 #bronze out of which  
2022-03-13 05:06:20,paraicehockey,"Bonn, Germany",declan farmer feeds captain josh pauls with an assist and it’s :keycap_4:::keycap_0: already what a performance by @teamusa  :United_States:  
2022-03-13 05:05:40,TeamUSA,,spuds to the net :dashing_away:@spudsusa27 doubles the lead for #teamusa @usahockey x #winterparalympics 
2022-03-13 05:05:32,TeamUSATracker,United States,keep on scoring @usahockey current score: @teamusa 29  everyone else 1the score of the #gold medal game is  
2022-03-13 05:04:30,NBCOlympics,,captain america strikes  :high_voltage:u.s. sled hockey team captain @spudsusa27 banks one in to make it 4-0.  
2022-03-13 05:04:26,Nic2176,,let’s go team usa :United_States: #winterparalympics #teamusa #sledhockey
2022-03-13 05:04:02,trainingxtrish,colorado,:United_States::United_States::United_States:. going for gold right now :1st_place_medal::1st_place_medal::1st_place_medal:. #winterparalympics @jwallace_usa  @usahockey 
2022-03-13 05:03:57,Cusebeerchick,SYR➡️ATL➡️TPA➡️FB,team usa sled hockey up 4-0 vs canada  #paraicehockey       #winterparalympics 
2022-03-13 05:03:21,usahockey,"Colorado Springs, Colo.",.@spudsusa27 making it 4-0 usa #winterparalympics | #teamusa:United_States: 
2022-03-13 05:02:55,Paralympics,,goal usa get two behind the defence  a pass from declan farmer over to captain josh pauls  and pauls taps it in a  
2022-03-13 05:02:45,TeamUSA,,call him captain america. call him captain spuds. :United_States:@spudsusa27 extends the lead. #winterparalympics :United_States: | 4:Canada:  
2022-03-13 05:01:47,USParaNordic,"Colorado Springs, Colorado",it's a 9th place finish for #teamusa in the cross-country open relay :clapping_hands:#winterparalympics #showtheworld @teamusa
2022-03-13 05:01:39,ChrisWLivingIt,"Park City, Utah",tune in tonight    #winterparalympics #beijing2022winterparalympics 
2022-03-13 05:00:49,paraicehockey,"Bonn, Germany",much better start of the second period for @teamusa  :United_States::bullseye::bullseye: brody roybal scores his second goal to give the us a  
2022-03-13 05:00:49,LTSWPN,"Oregon, USA",it’s 4-0 team usa wow    :United_States::United_States::United_States: #winterparalympics
2022-03-13 05:00:28,TeamUSA,,make that :keycap_2: for @brodyusa4 @usahockey x #winterparalympics
2022-03-13 05:00:24,Shafaqut94,World,what a finish from kovalevskyi :Ukraine: in the open relay   #gold ukraine :Ukraine:#silver france :France:#bronze norway :Norway:  
2022-03-13 05:00:00,Paralympics,,teamwork makes the dream work  :1st_place_medal::skier:giacomo bertagnolli and his guide andrea ravelli put in an astonishing performa  
2022-03-13 04:59:34,TeamUSA,,:double_exclamation_mark: 20 career paralympic goals for brody roybal :double_exclamation_mark:#winterparalympics 
2022-03-13 04:58:31,insidethegames,,giacomo bertagnolli has held off johannes aigner to win his second #paraalpine #gold of #beijing2022 and successful  
2022-03-13 04:58:09,NBCOlympics,,flexin' for gold. :flexed_biceps:@teamusa | #winterparalympics 
2022-03-13 04:57:54,NBCSportsHockey,USA,another one.@teamusa's @brodyusa4 nets his second goal to make the score 3-0. #winterparalympics :television: @usa_network  
2022-03-13 04:57:51,usahockey,"Colorado Springs, Colo.",.@brodyusa4 can't be stopped.#winterparalympics | #teamusa:United_States:
2022-03-13 04:57:47,Paralympics,,well deserved #bronze for @idrett  :Norway:#beijing2022 #winterparalympics #paranordic 
2022-03-13 04:57:19,Paralympics,,there's the third  brody roybal comes in with speed :United_States: and converts his second of the night usa :United_States: 3-0 canada :Canada:  
2022-03-13 04:56:07,NBCOlympics,,comin' in hot. :fire:@brodyusa4 scores his second goal of the game extending @teamusa's lead to 3-0.  
2022-03-13 04:56:00,AUSParalympics,Australia,#paraalpinenext up: mitchell gourley in his second run of the men's slalom (standing). watch live on @7plus:  
